num	sigma	range	factor	numwinkel	Noise	factor_amp
0	2		4		50		1000		No		1000
1	2		4		50		1000		No		1000
2	2		4		50		1000		Yes		1000
3	1		4		50		1000		Yes		1000
4	0.3		4		50		1000		Yes		1000
5	0.3		4		50		1000		Yes		100
6	0.3		4		50		10000		Yes		10
7	0.3		3		50		10000		Yes		10
8	0.1		3		50		1000		Yes		100
9	0.1		3		50		1000		Yes		1000
